c_id;c_text;date;conv_id;reaction1;reaction2;Ambiguous;Objective;Subjective;Disputed;Generalisation0;Generalisation1;Generalisation2;Generalisation3
1403742499676508165;Ich habe mich während Ihrer Rede gefragt, mit welchem Geld Sie all Ihre Wahlversprechen bezahlen wollen. Wahrscheinlich mit dem Geld der arbeitenden Bevölkerung. Ob das auch das Geld des durchschnittlichen Grünen Parteimitglieds ist ….?;12.06.2021 15:54;1.4037152635021148e+18;Ohne Fehler wäre von Louis Pasteur nicht das Impfen oder Wilson Greatbatch der Herzschrittmacher entwickelt, J. Robin Warren nicht der Nobelpreis verliehen worden. Fehler gehören zur Evolution und eine Entschuldigung zum Charakter. Deshalb wird eine gute Kanzlerin 👏;;1.0;1.0;1.0;1.0;0;1;0;0
1390955988031840257;Gegenfrage. Denkst du die waren ab 1945 alle verschwunden? Es gibt unglaublich viel Alltagsrassismus in Deutschland. Und keiner von denen trägt mehr Springerstiefel.;08.05.2021 09:05;1.3909472601298575e+18;Was ein Typ! Parteiausschluss reicht nicht! Strafrechtlich muss da was passieren! Und natürlich ist das nicht eines OBs würdig! Diesen Posten muss er auch abgeben!;Der Aufstieg von Rechtspopulisten wird durch Menschen wie Sie und Anna Baerbock möglich. Weil sie immer mehr Menschen normale Bürger als „Rassisten“ bezeichnen und ausgrenzen. Dann wenden die sich auch noch rechts. Sie haben sie ja schon dahin geschoben.;0.0;0.0;1.0;1.0;0;0;1;0
1387471714561441795;Sie müssen hier nicht beleidigen, und ja, Sie können gerne morgen zu mir in die reha praxis kommen, es warten patienten auf sie für physiotherapie, die auch monate nach covid schlecht luft bekommen und keinerlei kraft besitzen;28.04.2021 18:20;1.3873252972347474e+18;Beleidigend ? wo ? & auch da gilt das Vorherige mit Diagnose etc.;Schaffen wir doch alle Impfungen ab. Neue, alte Krankheiten? Egal, nur nicht impfen. Starten wir doch einen Versuch. Ein Bundesland öffnet wieder alles. Mal sehen wie sichs entwickelt. Ironie aus. Nein danke. Ich ziehe es vor, medizinischen Katastrophen vorzubeugen.;0.0;1.0;1.0;0.0;1;0;0;0
1406917135000125449;Liebe Rot-Profilerin, ist dir überhaupt klar was der cycle-threshold-Wert ist? Oder brabbelst du einfach nur Panik-Karls Unsinn nach? 🤦‍♂️🤦‍♂️🤦‍♂️;21.06.2021 10:09;1.4067511557078426e+18;Ja und? Das hat ja auch keiner in Frage gestellt. Aber eine Virusvariante kann keinen festen cycle-threshold-Wert haben. Man kann mit der Wildtyp-Variante, mit Alpha, Delta, oder jeder anderen Variante CT-Werte zwischen 20 und 35 haben.;Ja, und je nach Variante können Werte von 35 eine Ansteckungsgefahr bedeuten oder eben nicht. Bei Alpha und Delta reicht halt schon weniger Virus als beim Wildtyp. Daher ist ein hoher CT-Wert beim Wildtyp wenig bedenklich bei Alpha oder Delta aber schon eher.;1.0;0.0;1.0;1.0;0;1;0;0
1400920615935164424;Meine initiale These war, dass es derzeit keine absolute Entkopplung von Wachstum und Rohstoffverbrauch gibt.;04.06.2021 21:01;1.4008731945679094e+18;Und da Sie „absolut” hinzufügten, kann ich Ihnen sogar zustimmen. Wir ziehen lediglich unterschiedliche Schlussfolgerungen.;Aber das ist doch genau der Punkt. Solange die Entkopplung nur relativ bleibt, ist nichts gewonnen und unbegrenztes Wachstum ist nicht im ressourcenbegrenzten Raum möglich. Nie was anderes behauptet.;0.0;1.0;1.0;1.0;1;0;0;0
1403957220086358017;Lol, als nächstes wirst du mir sagen, dass die Grundrechte nicht eingeschränkt sind und die epidmische Lage nationaler Tragweite nicht verlängert wurde.;13.06.2021 06:07;1.4038635066680975e+18;Ach?? Kinder dürfen sich also nicht impfen lassen? Komisch? 🤔 Ich hab das anders gesehen. Und gehört die Stiko nicht auch zu den von den Eliten kontrollierten Institutionen;Wer verstößt da gegen welche Regeln?;1.0;1.0;1.0;1.0;1;0;0;0
1387480516711043074;Ja ok;28.04.2021 18:55;1.3873252972347474e+18;Was hast du denn geraucht?;Na dann sollteste mal anfangen mit der Vernunft. & die ganze Pandemie hinterfragen. covid = aktue Atemwegserkrankung.;0.0;0.0;0.0;0.0;1;0;0;0
1393148228753833984;Das ist doch Unsinn. Eine starke Persönlichkeit lässt selbstverständlich auch Diskussionen zu. Was Putin angeht, Russland ist Russland und da sollte man nicht jeden hinschicken wollen, dessen Meinung einem selbst nicht passt. Ist auch nicht grad demokratisch.;14.05.2021 10:16;1.3929995655409254e+18;Der hat zuviel Botox im Kopf. Reden schwingen ohne Mimik wirkt komisch.;Genau, so einen echten Politiker von gestern für die Probleme von morgen...;0.0;1.0;1.0;0.0;0;1;0;0
1405084679921864707;Du hast nicht richtig gelesen, befürchte ich.;16.06.2021 08:47;1.4048804525450977e+18;;Natürlich habe ich das. Du hast nicht richtig verstanden, befürchte ich.;0.0;0.0;1.0;1.0;1;0;0;0
1386475986103963648;Er verteidigt nicht die Aktion, er bittet darum ein gewisses Maß an anstand zu wahren. Wenn du den unterschied nicht erkennst, solltest du dich vielleicht auch nicht äußern.;26.04.2021 00:23;1.3862896150243983e+18;Warum eigentlich immer gleich beleidigen? Geht es nicht anders? Wie soll da ein Dialog stattfinden?;"Mach du doch. Ich habe für diese beschissene Aktion nichts weiter übrig. Muss auch nicht mit jedem dahergelaufenen ""Künstler"" die Pandemie bequatschen.";0.0;1.0;1.0;1.0;0;1;0;0
1404003686167285762;Nö - ich bin für „lasst halt einfach eure beschissene Maske auf herrgottnochmal“, weil diese niemandem schadet und gleichzeitig allen nützt;13.06.2021 09:12;1.4038635066680975e+18;Aber nur a la science wie auf den Bildern;Na Du musst es ja wissen 🥰;0.0;1.0;1.0;1.0;0;0;1;0
1389930893834346500;Nicht bei Zielen im Gesetz, sondern bei der Erreichung in der Wirklichkeit ist Nachholbedarf am größten. Da wir (gerade erst verschärfte) europäische Vorgaben haben, würde ein deutscher Alleingang nicht eine Tonne CO2 reduzieren, sondern die Lasten nur anders verteilen. (2/3);05.05.2021 13:12;1.3899308925928858e+18;Ein gemeinsames Vorgehen in der EU ist daher ratsam. Die FDP bietet Gespräche über einen nationalen Klimakonsens an. Wenn wir über Rahmenbedingungen für Jahrzehnte sprechen, sollten diese nicht nach jeder Wahl und jedem Regierungswechsel neu verhandelt werden. CL (3/3);Die Technologien heißen Windkraft, Photovoltaik und Elektromotor! Natürlich muss in anderen Bereichen weitergefroscht werden, aber mit dem was wir haben lässt sich schon gut arbeiten. Man muss es aber eben auch nutzen.;0.0;1.0;1.0;0.0;1;0;0;0
1387403921409429505;-2 es sei denn es kommt zu Komplikationen Das passiert dann & dann erklären sie mal wieso die Akuten Atemwegserkrankungen abnehmen aber covid nicht ?;28.04.2021 13:50;1.3873252972347474e+18;Aber sicher doch lieber den kalten, mit der Injektion machen, ne ist klar. Dann sollteste mal die PEI & EMA sicherheitsberichte lesen wenn du drauf stehst ist genug für alle da ich verzichte.;Bitte Beleg, dass sie keinen Dachschaden haben😂;0.0;1.0;1.0;1.0;0;1;0;0
1397566163413086211;Aber ich erwarte mal nicht dass du deine Meinung änderst da dein selbstbewusstsein davon abhängt dass du recht hast... Du hast ja alles durchschaut und du hast die verschwörung aufgedeckt...;26.05.2021 14:51;1.3975381905805025e+18;🤣....das 99% obahmamärchen vom klimahüpfer;Es es geht doch hier nicht um Meinung, sondern darum,dass man über den Tellerrand schaut und eben nicht alles in Stein gemeißelt ist.Dekaden zurück geschaut:1980 in 20 Jahren Öl alle,1990 Ozonloch in 20 Jahren sind wir alle verbrannt.Waldsterben... Nichts hat sich bewahrheitet.;1.0;0.0;1.0;1.0;1;0;0;0
1406510784507744258;Ich bin fast nie einer Meinung mit Uwe Junge aber hier hat er Recht. Was geht uns die sexuelle Orientierung von Menschen an. Erklären wir uns mit jeder Minderheit solidarisch? Wo hört das auf?;20.06.2021 07:14;1.4065084435366953e+18;Frau Weidel ! Mag sein das die Wortwahl des Herrn Jung die falsche war , aber was hat Bitteschön eine Armbinde der Schwulen und Lesbenszene im Fußball zu suchen ? Es handelte sich um ein Spiel des 🇩🇪 Nationalmannschaft und nicht um den Christopher - Streetday ! Oder hat eine ….;Regenbogen-binde hat NICHTS im Sport verloren. Es ist eine private Entscheidung die nichts in der Öffentlichkeit zu suchen hat. Es wird jeder „normale-hetero“ DISKRIMINIERT. Junge hat Recht,nur hat er schlecht formuliert. Seid ihr schon alle durchgeknallt?;0.0;0.0;1.0;0.0;1;0;0;0
1387475172194758656;Aber sicher ist doch, Wenn er Impfschaden da ist, dann wollen sie aber Hilfe ? nein das wollen sie nicht, weil sie wollten es ja probieren gelle Sie wollen das Russische Roulette mit den Folgen.;28.04.2021 18:33;1.3873252972347474e+18;Innerhalb von ca. 30 min 3 mal Derailing jetzt auf meine Tweets. Was ist denn los mit euch? Bleib beim Thema oder schreib mir nicht. Dieses Whataboutism nervt so hart. Ja, randalierende Linke sind auch für'n Arsch. Ändert nichts an meinen Aussagen.;Ich habe auch das Recht auf Hilfe weil ich das Risiko (welches mir jeder Impfung einhergehen kann) zum Wohle aller auf mich genommen habe. Demonstration ohne Maske etc. führen mir zu mehr Risiko für alle. Wie rechtfertigen Sie denn dann den Anspruch an Hilfeleistungen;0.0;0.0;1.0;1.0;0;0;1;0
1386393681108770818;Peter Mann, noch alle Latten am Zaun?;25.04.2021 18:56;1.386291019378053e+18;Mensch*innen?! 🤔;Leute streiten ist doch nicht angemessen. Meine Meinung zwischen Kindern und Hunden bzw allgemein Tieren ist : Wenn man von klein auf mit einem Tier aufwächst lernt man Verantwortung. 😉😉 Liebe Grüße aus Baden-Württemberg 🥰;0.0;0.0;1.0;1.0;1;0;0;0
1393959772647473153;Wach mal auf 😡🤬;16.05.2021 16:01;1.39392922290167e+18;Nein. Der/die interessiert sich nicht für religionsideologisierten Kampfkram.;Ihre Aussage trieft regelrecht von Rassismus und Sie wollen sich hier als der Friedensstiftende und Gerechte präsentieren? Ich bin wirklich sprachlos.;1.0;0.0;1.0;1.0;1;0;0;0
1406542537645510660;Richtig, die Umweltpläne der Grünen kosten denen die sowieso schon jeden Euro umdrehen müssen - und das sind sehr, sehr viele Bürger/Familien - zusätzlich sehr viel Geld. Die Armut in Deutschland würde unter den Grünen rasant zunehmen.;20.06.2021 09:20;1.4065413736088044e+18;Kommt da noch irgend eine Begründung dazu? Sonst könnte ein solches Statement den Eindruck von faktenfreiem und vorurteilsheischendem Gelaber erwecken.;Peinlich, Genosse! Warum habe ich bei dir stets den Eindruck, dass unser Hauptgegner die Grünen sind und nicht die neoliberalen FDP und Union?;0.0;0.0;1.0;1.0;0;0;1;0
1404062682483941376;Meine Klienten, kinder von null bis x tragen schon ewig masken...und leben dank dieser. Oh wunder. Ich würde manche gerne mal mit der Realität konfrontieren...;13.06.2021 13:06;1.4038635066680975e+18;"Nö, für mich nicht. Nicht notwendig, danke. Eher für Deine ""Ikone"". Das Geschwurbel stammt von der Trampolinspringerin 👍😂👋 👇";Nicht notwendig 😓 ..Ach komm. Wir schaffen das. Und wenn du deine Identitätskrise und Alkoholsucht in den Griff bekommst finden wir für dich schon was im Niedriglohnsektor 🥰;0.0;0.0;1.0;0.0;0;1;0;0
1393101141492314112;Gute Nachrichten: Die Corona-Inzidenz in Bayern sinkt. Heute unter 100. Der Trend stimmt, unsere Maßnahmen wirken, der Impfturbo zündet. Wir müssen weiter vorsichtig bleiben, um die Erfolge im Kampf gegen Corona nicht zu verstolpern. Danke fürs Mitmachen!;14.05.2021 07:09;1.393101141492314e+18;Und Ihre Maßnahmen wirken sogar in Italien, Spanien und der Schweiz. Respekt.;Ihre übergriffigen Alibi-Kack-Maßnahmen können Sie sich dahin stecken, wo die Sonne nie scheint! Jeder weiß, dass die nichts brachten! Ich weiß, dass Sie lügen! Sie wissen, dass Sie lügen! Jeder hier weiß, dass Sie lügen! Meine Frühstücksflocken wissen, dass Sie lügen!;0.0;1.0;0.0;1.0;0;1;0;0
1386295912327118848;Das ist das Gesicht, dass du machst wenn du homosexuell bist, und in einer homophoben Partei bist;25.04.2021 12:27;1.386291019378053e+18;Solang er stubenrein ist, kann er einen beliebigen Stammbaum haben. ☺️;What?????😩;0.0;0.0;1.0;0.0;0;1;0;0
1403664738966552581;666;12.06.2021 10:45;1.4036347629553009e+18;Oder Bäume mit roter Markierung werden bei nächster Gelegenheit gefällt. 👎;Ach schau, dieses Handsymbol taucht aber auch ÜBERALL auf und immer so platziert, das man nicht übersehen kann...;0.0;0.0;0.0;0.0;1;0;0;0
1402188932771631109;Junge, du kannst nichtmal einen Satz Grammatikalisch richtig schreiben.;08.06.2021 09:01;1.4021885842460344e+18;Kinder sind vor allem kein Eigentum des Staates. Schon klar, dass die Grünen das anders sehen...;Wo gab es den 15 Monate Bildungsausfall? Meine Kinder hatten vollwertigen Distanzunterricht in allen Fächern. Viel besser als in Präsenz.;0.0;1.0;1.0;1.0;0;1;0;0
1404037578748313602;sieh doch einfach ein dass es tatsächlich ein Problem mit Rechten gibt? Auch 25 sind 25 zu viel;13.06.2021 11:26;1.4037920132297564e+18;Verrückt! In einem Land mit einer Ministerpräsidentin von der SPD… wie konnte das nur passieren?;Boah, wie flach. Die Strukturen sind seit Jahrzehnten gewachsen und gefestigt.;1.0;0.0;1.0;0.0;0;1;0;0
1386723919768571914;Das ist die Frage, die sich mir dann wirklich stellt: Wie können Menschen, die selbst einer marginalisierten Gruppe angehören, für eine Partei eintreten, die versucht sie noch weiter ins Abseits zu treiben? Das ist nicht despektierlich gemeint, mich interessiert es ernsthaft.;26.04.2021 16:48;1.386291019378053e+18;Sie sympathisieren anscheinend mit der AfD und beschweren sich darüber, dass das Gegenüber sich nicht für Inhalte interessiert, sondern hauptsächlich hetzen will… 😅;Weidel hetzt ? Wer hier hetzt ist gerade sehr gut zu lesen ! Das merkt auch die Bevölkerung ! Denn sie ist lange nicht so primitiv als daß sie das nicht merken würde !!;1.0;0.0;1.0;1.0;0;1;0;0
1404316304455213056;"du bist also ein depp und wählst die ""deppen für deutschland"" dann tust du mir leid.";14.06.2021 05:54;1.403828757371183e+18;ich wähle keine Deppen;dann wählst du HOFFENTLICH nicht die afd - DAS WÄRE GUT.;1.0;0.0;1.0;1.0;0;1;0;0
1398703016723812354;ÖR à la Was die Aufgabe des ÖR ist: Bildung Worin er seine Aufgabe offenbar sieht: Erziehung durchs Gendern Schade. Der ÖR war mal eine Instanz der Medienlandschaft. Stattdessen sieht er sich als Verfechter einer Ideologie, die an der Sprachgemeinschaft vorbei geht.;29.05.2021 18:09;1.3985867708124406e+18;Gerade der ÖRR muss, genauso wie die Verwaltung, gendern. Sie unterliegen dem Öffentlichen Recht, damit dem Grundgesetz. Ich empfehle dem VdS daher ein wenig Staatskunde, Art. 1 bis 3 GG dürfte reichen...;Staatsterror wegen einer Kneipenschlägerei. Ihr habt sie echt nicht alle.;1.0;1.0;1.0;1.0;0;1;0;0
1388461342181502980;🥱 ja genau und Zitronenfalter falten Zitronen.;01.05.2021 11:52;1.3882103561919037e+18;Sie glauben diese ganzen Märchen wirklich? #PropagandaOpfer;Gibt es in der AfD keine Faschisten?;0.0;0.0;0.0;0.0;1;0;0;0
1405190842453798918;Für mich steht Greenpeace für spektakuläre Protest-Aktionen. Ich denke diese sind in der aktuellen Zeit sehr wichtig um entsprechende Themen immer und immer wieder in die Öffentlichkeit zu bringen. Ich vermag mir nicht vorzustellen, wo wir ohne Greenpeace wären. Danke dafür. 🌈;16.06.2021 15:49;1.4051139603036652e+18;Bei aller berechtigten Kritik: sich diese Ferndiagnose rausnehmen ist unangebracht.;;0.0;0.0;1.0;0.0;1;0;0;0
1387429108318101510;"Wer sind denn ""wir""? Ich fühle mich noch zu keiner Gruppe zugehörig. Erhelle mich bitte,";28.04.2021 15:30;1.3873252972347474e+18;zum pcr test kommt noch ein blutbild und eine genaue körperliche untersuchung (lunge, herz...) fakt ist, dass es diesen mir bekannten menschen sehr schlecht geht, finde Ihre antwort sehr empathielos;Tja & ihre AW ist leider nichts sagend. Was ist nun mit der Differenzial Diagnose Vorerkrankungen etc. ?;0.0;0.0;1.0;1.0;0;0;1;0
1396131269336051715;Nicht Hr. Lauterbach drangsaliert uns, sondern das Virus. Und ohne den unermüdlichen Einsatz u. a. von ihm uns zu warnen zu schützen, hätte es das noch viel mehr und viel schlimmer gemacht.;22.05.2021 15:50;1.3961290859827569e+18;Die Inzidenz in Saarland ist heute gestiegen, weil das Meldedatum 14.5. aus dem Fenster für den 7-Tage-Schnitt gefallen ist. An diesem Datum gab es (verm. durch langes WE) extrem wenige Meldungen. Dass die Inzidenz heute leicht steigen würde, war also seit Tagen vorhersehbar.;😳😳😳 Biergarten eines Restaurants in Pankow. Voll, kein Abstand zwischen den Tischen, große Tische mit mehr als 6 Leuten. Am Eingang ein Schild: „Wenn Sie das Restaurant betreten bestätigen Sie damit, dass Sie im Besitz eines negativen Testes sind.“ Das war’s! Kontrolle nix. 🤷🏻‍♀️;0.0;1.0;1.0;1.0;1;0;0;0
1406556613889175557;Wow, so viel Unsinn;20.06.2021 10:16;1.4065084435366953e+18;Wer tritt gegen - u e b e r t r i e b e n gepflegte Homotropie auf? Man kann die Frage durchaus von dieser seite sehen;Nein, es ist nicht irrelevant. Andere Frage: Warum regt Sie das so auf?;0.0;0.0;1.0;0.0;0;1;0;0
1406647068328869893;Nein, war es nicht. Wenn überhaupt stammt die Bezeichnung mit viel Kreativität von Marx. Denk dir doch nicht einfach irgendwas aus...;20.06.2021 16:16;1.4065084435366953e+18;"*Ironie an* Dass mir diese ""normalen Heteros"" immer ihre Heterosexualität beweisen müssen. Überall! Die knutschen! Halten Händchen - und sie bekommen Kinder, die jedem beweisen, dass Sex stattgefunden hat. ...meistens miteinander. ☺️ *Ironie aus* 🙄🏳️‍🌈 Boah ey. #Homosexualität";"Was ist ""normal-hetero"" ??";0.0;1.0;1.0;0.0;1;0;0;0
1392181167491883015;Ich habe gestern auf einer anderen Plattform über Annalena Baerbock geschrieben, dass sie eine junge, intelligente und attraktive Frau ist. Die Antworten, die ich darauf bekommen habe, erspare ich euch lieber.;11.05.2021 18:13;1.392127738497151e+18;Nein, das ist eben nicht so im Umgang Männern und erst Recht nicht unter Männern. Weder bei der umfangreichen Diskreditierung von Qualifikation noch im Hinblick auf Sexismus oder die vielen irren Geschichten die jetzt erfunden werden.;Wo findet dieses Screening denn gerade bei den Männern öffentlich statt? Müssen die auch ihre Abschlusszeugnisse öffentlich vorlegen? Oder müssen die sich auch mit Falschbehauptungen rumschlagen, früher mit Nacktfotos Geld verdient zu haben?;0.0;1.0;1.0;0.0;1;0;0;0
1393133398856712192;bin zwar eher links orientiert - aber der könnte es wirklich;14.05.2021 09:17;1.3929995655409254e+18;Weit und breit ist aber keiner zu sehen, und das schon seit Jahren nicht mehr alle eventuellen späteren Hoffnungsträger wurden rechtzeitig ausgeknockt. Und der Alpen Titan ist auch nur ein brüllender Wendehals;Der dumme Deutsche jeden Geschlechts braucht scheinbar einen starken Mann.Tut ihr mir leid...;1.0;0.0;1.0;1.0;1;0;0;0
1403872789325615107;Kurze Frage: woher haben Sie die Bildrechte?;13.06.2021 00:32;1.4038635066680975e+18;Damit Oma nicht krank wird :;Ich finde Deine Berichterstattung sehr viel verstörender..Aber anscheinend bekommst du das Geld von der Afd immer in der Dumm Skala! Von 10, könnte auch aus der Bild sein( wenig Geld) bis 1,ist so dämlich das es auch Afd Wähler verstehen ( viel Geld). Ist ja alles dabei.;0.0;1.0;0.0;0.0;1;0;0;0
1388734197376946178;Jaja;02.05.2021 05:56;1.3873252972347474e+18;"...gebe dir sogar recht! ""Es kann nicht sein"" das die Impstoffe auf Langzeitfolgen erforscht sind und ""es darf nicht sein"" das man genötigt wird ein derartiges Risiko einzugehen!";Langzeitfolgen definieren sich über Wochen nach der Impfung...also sogar millionenfach erforscht...und genötigt wirst du nicht...kriegst halt nur deine Grundrechte später zurück und kannst vielleicht nicht in jedes Land reisen..haste selbst entscheiden;0.0;0.0;0.0;0.0;1;0;0;0
1390954016566284288;Endlich wird wieder gecancelt...;08.05.2021 08:57;1.3909472601298575e+18;Ihr wisst schon, dass Palmer beim Zitieren die Anführungszeichen vergessen hat ? Zudem finde ich es höchst heuchlerisch von euch, ihm Rassismus vorzuwerfen, aber Marx und Engels zum Geburtstag zu gratulieren. Bei denen findet ihr Rassismus in Reinform;Darauf haben Sie nur gewartet, nicht wahr? Endlich werdet ihr ihn los! Ob mit einer Lüge, und bewusstes Fehlinterpretieren ist eine solche, ist ja auch egal, oder?;1.0;0.0;1.0;0.0;1;0;0;0
